,index,공동유대,신협 점포명,본 / 지점 구분,(우편번호)주 소
0,0,지역,울산강남신용협동조합,본점,(44780) 울산광역시 남구 장생포고래로 189-1(장생포동)
1,1,지역,울산강남신용협동조합,지점,(44605) 울산광역시 남구 신복로62번길 6-2(무거동)
2,2,지역,울산남부신용협동조합,지점,(44672) 울산광역시 남구 월평로 44(신정동)
3,3,지역,울산남부신용협동조합,지점,(44705) 울산광역시 남구 돋질로 284(삼산동)
4,4,지역,울산남부신용협동조합,지점,(44645) 울산광역시 남구 문수로327번길 5(옥동)
5,5,지역,울산남부신용협동조합,지점,(44761) 울산광역시 남구 수암로 235(야음동)
6,6,지역,울산동부신용협동조합,본점,(44045) 울산광역시 동구 진성14길 97(전하동)
7,7,지역,울산동부신용협동조합,지점,(44045) 울산광역시 동구 진성14길 97(전하동)
8,8,지역,울산동부신용협동조합,지점,(44008) 울산광역시 동구 옥류로 45(동부동)
9,9,지역,울산동부신용협동조합,지점,"(682762) 울산광역시 동구 봉수로 450(서부동,서부성원상떼빌)"
10,0,지역,울산동부신용협동조합,지점,(682806) 울산광역시 동구 문재7길 13(방어동)
11,1,지역,울산중앙신용협동조합,본점,"(44500) 울산광역시 중구 염포로 26(반구동,유로캐슬)"
12,2,지역,울산중앙신용협동조합,지점,(681809) 울산광역시 중구 화합로 489(복산동)
13,3,지역,울산중앙신용협동조합,본점,"(44500) 울산광역시 중구 염포로 26(반구동,유로캐슬)"
14,4,지역,울산중앙신용협동조합,지점,(44534) 울산광역시 중구 명륜로 36(우정동)
15,5,지역,울산태화신용협동조합,본점,(681812) 울산광역시 중구 학성로 60(성남동)
16,6,지역,울산태화신용협동조합,지점,(680802) 울산광역시 남구 삼산로 95(달동)
17,7,지역,울산행복신용협동조합,본점,(44713) 울산광역시 남구 삼산로 327(삼산동)
18,8,지역,울산행복신용협동조합,지점,(44750) 울산광역시 남구 수암로 138(야음동)
19,9,지역,울산행복신용협동조합,지점,(44732) 울산광역시 남구 대암로 67(신정동)
20,0,지역,울산행복신용협동조합,지점,(44713) 울산광역시 남구 삼산로 327(삼산동)
21,1,지역,울산행복신용협동조합,지점,(44219) 울산광역시 북구 매곡로 115(매곡동)
22,2,지역,울주신용협동조합,본점,(689804) 울산광역시 울주군 언양읍헌양길 74
23,3,단체,울산약사신용협동조합,본점,(681808) 울산광역시 중구 염포로 88(반구동)
24,4,단체,울산치과의사신용협동조합,본점,(44693) 울산광역시 남구 삼산로 113(달동)
25,5,직장,롯데정밀화학신용협동조합,본점,(44714) 울산광역시 남구 여천로217번길 19(여천동)
